# 勋伯格小调自由处理：四部写作无法实现的相邻和弦进行（自动生成，请勿手改）
# 重刷：./gradlew.bat :theory:jvmTest --tests "*SchoenbergFreeForbiddenTransitionGenerator*" -Pschoenberg.forbidden.write=true
# 判据：自由处理 program 的一般四部规则、完整性及仍保留的 typed 硬旋律规则；不含严格七音/减五度预备解决。
# 格式：<度数/性质/规模/转位> => <度数/性质/规模/转位>
#
6/DIMINISHED/TRIAD/FIRST_INVERSION => 7/DIMINISHED7/SEVENTH/THIRD_INVERSION
6/MAJOR/TRIAD/SECOND_INVERSION => 3/AUGMENTED/TRIAD/ROOT_POSITION
6/MAJOR/TRIAD/SECOND_INVERSION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
6/MAJOR/TRIAD/SECOND_INVERSION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 1/MINOR/TRIAD/ROOT_POSITION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 1/MINOR/TRIAD/FIRST_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 1/MINOR/TRIAD/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 1/MINOR7/SEVENTH/ROOT_POSITION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 1/MINOR7/SEVENTH/FIRST_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 1/MINOR7/SEVENTH/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 1/MINOR7/SEVENTH/THIRD_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 2/DIMINISHED/TRIAD/ROOT_POSITION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 2/DIMINISHED/TRIAD/FIRST_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 2/DIMINISHED/TRIAD/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 2/HALF_DIMINISHED7/SEVENTH/ROOT_POSITION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 2/HALF_DIMINISHED7/SEVENTH/FIRST_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 2/HALF_DIMINISHED7/SEVENTH/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 2/HALF_DIMINISHED7/SEVENTH/THIRD_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR/TRIAD/ROOT_POSITION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 3/AUGMENTED/TRIAD/ROOT_POSITION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR/TRIAD/FIRST_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR/TRIAD/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR7/SEVENTH/ROOT_POSITION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR7/SEVENTH/FIRST_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR7/SEVENTH/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR7/SEVENTH/THIRD_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 4/MINOR/TRIAD/ROOT_POSITION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 4/MINOR/TRIAD/FIRST_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 4/MINOR/TRIAD/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 4/MINOR7/SEVENTH/ROOT_POSITION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 4/MINOR7/SEVENTH/FIRST_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 4/MINOR7/SEVENTH/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 4/MINOR7/SEVENTH/THIRD_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 5/MINOR/TRIAD/ROOT_POSITION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 5/MINOR/TRIAD/FIRST_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 5/MINOR/TRIAD/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 7/MAJOR/TRIAD/ROOT_POSITION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 7/MAJOR/TRIAD/FIRST_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 7/MAJOR/TRIAD/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 7/DIMINISHED7/SEVENTH/ROOT_POSITION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 7/DIMINISHED7/SEVENTH/FIRST_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 7/DIMINISHED7/SEVENTH/SECOND_INVERSION
6/DIMINISHED/TRIAD/SECOND_INVERSION => 7/DIMINISHED7/SEVENTH/THIRD_INVERSION
6/MAJOR7/SEVENTH/ROOT_POSITION => 2/MINOR/TRIAD/SECOND_INVERSION
6/MAJOR7/SEVENTH/ROOT_POSITION => 3/AUGMENTED/TRIAD/ROOT_POSITION
6/MAJOR7/SEVENTH/ROOT_POSITION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
6/MAJOR7/SEVENTH/ROOT_POSITION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
6/MAJOR7/SEVENTH/ROOT_POSITION => 4/MAJOR/TRIAD/FIRST_INVERSION
6/MAJOR7/SEVENTH/ROOT_POSITION => 5/MAJOR/TRIAD/FIRST_INVERSION
6/MAJOR7/SEVENTH/ROOT_POSITION => 5/DOMINANT7/SEVENTH/FIRST_INVERSION
6/MAJOR7/SEVENTH/ROOT_POSITION => 7/DIMINISHED/TRIAD/ROOT_POSITION
6/MAJOR7/SEVENTH/ROOT_POSITION => 7/DIMINISHED7/SEVENTH/FIRST_INVERSION
6/MAJOR7/SEVENTH/ROOT_POSITION => 7/DIMINISHED7/SEVENTH/SECOND_INVERSION
6/MAJOR7/SEVENTH/FIRST_INVERSION => 3/AUGMENTED/TRIAD/ROOT_POSITION
6/MAJOR7/SEVENTH/FIRST_INVERSION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
6/MAJOR7/SEVENTH/FIRST_INVERSION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
6/MAJOR7/SEVENTH/SECOND_INVERSION => 3/AUGMENTED/TRIAD/ROOT_POSITION
6/MAJOR7/SEVENTH/SECOND_INVERSION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
6/MAJOR7/SEVENTH/SECOND_INVERSION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
6/MAJOR7/SEVENTH/THIRD_INVERSION => 3/AUGMENTED/TRIAD/ROOT_POSITION
6/MAJOR7/SEVENTH/THIRD_INVERSION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
6/MAJOR7/SEVENTH/THIRD_INVERSION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
7/MAJOR/TRIAD/ROOT_POSITION => 2/MINOR/TRIAD/SECOND_INVERSION
7/MAJOR/TRIAD/ROOT_POSITION => 3/AUGMENTED/TRIAD/ROOT_POSITION
7/MAJOR/TRIAD/ROOT_POSITION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
7/MAJOR/TRIAD/ROOT_POSITION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
7/MAJOR/TRIAD/ROOT_POSITION => 4/MAJOR/TRIAD/FIRST_INVERSION
7/MAJOR/TRIAD/ROOT_POSITION => 5/MAJOR/TRIAD/FIRST_INVERSION
7/MAJOR/TRIAD/ROOT_POSITION => 5/DOMINANT7/SEVENTH/FIRST_INVERSION
7/MAJOR/TRIAD/ROOT_POSITION => 6/DIMINISHED/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 1/MINOR/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 1/MINOR/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 1/MINOR7/SEVENTH/FIRST_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 1/MINOR7/SEVENTH/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 1/MINOR7/SEVENTH/THIRD_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 2/DIMINISHED/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 2/MINOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 2/DIMINISHED/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 2/MINOR/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 2/DIMINISHED/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 2/MINOR/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 2/HALF_DIMINISHED7/SEVENTH/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 2/HALF_DIMINISHED7/SEVENTH/FIRST_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 2/HALF_DIMINISHED7/SEVENTH/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 3/MAJOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 3/AUGMENTED/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 3/MAJOR/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 3/MAJOR/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 3/MAJOR7/SEVENTH/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 3/MAJOR7/SEVENTH/FIRST_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 3/MAJOR7/SEVENTH/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 3/MAJOR7/SEVENTH/THIRD_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 4/MINOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 4/MAJOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 4/MINOR/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 4/MAJOR/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 4/MINOR7/SEVENTH/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 4/MINOR7/SEVENTH/FIRST_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 4/MINOR7/SEVENTH/THIRD_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 5/MINOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 5/MAJOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 5/MINOR/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 5/MINOR/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 5/MAJOR/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 5/DOMINANT7/SEVENTH/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 5/DOMINANT7/SEVENTH/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 5/DOMINANT7/SEVENTH/THIRD_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 6/MAJOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 6/DIMINISHED/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 6/MAJOR/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 6/DIMINISHED/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 6/MAJOR7/SEVENTH/ROOT_POSITION
7/DIMINISHED/TRIAD/ROOT_POSITION => 6/MAJOR7/SEVENTH/SECOND_INVERSION
7/DIMINISHED/TRIAD/ROOT_POSITION => 6/MAJOR7/SEVENTH/THIRD_INVERSION
7/MAJOR/TRIAD/FIRST_INVERSION => 3/AUGMENTED/TRIAD/ROOT_POSITION
7/MAJOR/TRIAD/FIRST_INVERSION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
7/MAJOR/TRIAD/FIRST_INVERSION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 2/DIMINISHED/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 2/MINOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 2/DIMINISHED/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 2/MINOR/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 2/DIMINISHED/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 2/MINOR/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 3/MAJOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 3/MAJOR/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 3/MAJOR/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 3/MAJOR7/SEVENTH/ROOT_POSITION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 3/MAJOR7/SEVENTH/FIRST_INVERSION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 3/MAJOR7/SEVENTH/SECOND_INVERSION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 3/MAJOR7/SEVENTH/THIRD_INVERSION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 5/MINOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 5/MINOR/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/FIRST_INVERSION => 5/MINOR/TRIAD/SECOND_INVERSION
7/MAJOR/TRIAD/SECOND_INVERSION => 3/AUGMENTED/TRIAD/ROOT_POSITION
7/MAJOR/TRIAD/SECOND_INVERSION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
7/MAJOR/TRIAD/SECOND_INVERSION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 2/DIMINISHED/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 2/MINOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 2/DIMINISHED/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 2/MINOR/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 2/DIMINISHED/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 2/MINOR/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR7/SEVENTH/ROOT_POSITION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR7/SEVENTH/FIRST_INVERSION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR7/SEVENTH/SECOND_INVERSION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 3/MAJOR7/SEVENTH/THIRD_INVERSION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 5/MINOR/TRIAD/ROOT_POSITION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 5/MINOR/TRIAD/FIRST_INVERSION
7/DIMINISHED/TRIAD/SECOND_INVERSION => 5/MINOR/TRIAD/SECOND_INVERSION
7/DIMINISHED7/SEVENTH/ROOT_POSITION => 2/MINOR/TRIAD/SECOND_INVERSION
7/DIMINISHED7/SEVENTH/ROOT_POSITION => 3/AUGMENTED/TRIAD/ROOT_POSITION
7/DIMINISHED7/SEVENTH/ROOT_POSITION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
7/DIMINISHED7/SEVENTH/ROOT_POSITION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
7/DIMINISHED7/SEVENTH/ROOT_POSITION => 4/MAJOR/TRIAD/FIRST_INVERSION
7/DIMINISHED7/SEVENTH/ROOT_POSITION => 5/MAJOR/TRIAD/FIRST_INVERSION
7/DIMINISHED7/SEVENTH/ROOT_POSITION => 5/DOMINANT7/SEVENTH/FIRST_INVERSION
7/DIMINISHED7/SEVENTH/ROOT_POSITION => 6/DIMINISHED/TRIAD/ROOT_POSITION
7/DIMINISHED7/SEVENTH/FIRST_INVERSION => 3/AUGMENTED/TRIAD/ROOT_POSITION
7/DIMINISHED7/SEVENTH/FIRST_INVERSION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
7/DIMINISHED7/SEVENTH/FIRST_INVERSION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
7/DIMINISHED7/SEVENTH/SECOND_INVERSION => 3/AUGMENTED/TRIAD/ROOT_POSITION
7/DIMINISHED7/SEVENTH/SECOND_INVERSION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
7/DIMINISHED7/SEVENTH/SECOND_INVERSION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
7/DIMINISHED7/SEVENTH/THIRD_INVERSION => 3/AUGMENTED/TRIAD/ROOT_POSITION
7/DIMINISHED7/SEVENTH/THIRD_INVERSION => 3/AUGMENTED/TRIAD/FIRST_INVERSION
7/DIMINISHED7/SEVENTH/THIRD_INVERSION => 3/AUGMENTED/TRIAD/SECOND_INVERSION
